job_title,job_detail_url,job_listed,company_name,company_link,company_location
Data Scientist I,https://www.linkedin.com/jobs/view/data-scientist-i-at-truist-3975415130?position=4&pageNum=17&refId=mSNcfo36qH8%2FnnKUO%2FPPdQ%3D%3D&trackingId=u%2BKBU29vzqIavP%2FxELgmvA%3D%3D&trk=public_jobs_jserp-result_search-card,1 day ago,Truist,https://www.linkedin.com/company/truistfinancialcorporation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Atlanta, GA"
"Director, Portfolio Impact",https://www.linkedin.com/jobs/view/director-portfolio-impact-at-ted-conferences-3975512566?position=5&pageNum=17&refId=mSNcfo36qH8%2FnnKUO%2FPPdQ%3D%3D&trackingId=FABymd1zu7wU%2FDDmpahoPw%3D%3D&trk=public_jobs_jserp-result_search-card,13 hours ago,TED Conferences,https://www.linkedin.com/company/ted-conferences?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY"
Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-spectraforce-3973738819?position=6&pageNum=17&refId=mSNcfo36qH8%2FnnKUO%2FPPdQ%3D%3D&trackingId=9yItpvq2c2JfM%2FLtwFA34A%3D%3D&trk=public_jobs_jserp-result_search-card,1 day ago,SPECTRAFORCE,https://www.linkedin.com/company/spectraforce?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cupertino, CA"
Satistician (Data Scientist),https://www.linkedin.com/jobs/view/satistician-data-scientist-at-u-s-department-of-the-treasury-3975522754?position=7&pageNum=17&refId=mSNcfo36qH8%2FnnKUO%2FPPdQ%3D%3D&trackingId=gN%2BVpW0TEf%2FKVdJObGHBqQ%3D%3D&trk=public_jobs_jserp-result_search-card,11 hours ago,U.S. Department of the Treasury,https://www.linkedin.com/company/us-treasury?trk=public_jobs_jserp-result_job-search-card-subtitle,"Franklin, TN"
Satistician (Data Scientist),https://www.linkedin.com/jobs/view/satistician-data-scientist-at-u-s-department-of-the-treasury-3975519996?position=8&pageNum=17&refId=mSNcfo36qH8%2FnnKUO%2FPPdQ%3D%3D&trackingId=EhWyTaHXK1XsjUvo%2BXoiyA%3D%3D&trk=public_jobs_jserp-result_search-card,11 hours ago,U.S. Department of the Treasury,https://www.linkedin.com/company/us-treasury?trk=public_jobs_jserp-result_job-search-card-subtitle,"Brattleboro, VT"
Business Analyst,https://www.linkedin.com/jobs/view/business-analyst-at-rose-international-3975414808?position=9&pageNum=17&refId=mSNcfo36qH8%2FnnKUO%2FPPdQ%3D%3D&trackingId=SGZaDo1Uwdv70Z9%2BwQdG%2Bg%3D%3D&trk=public_jobs_jserp-result_search-card,19 hours ago,Rose International,https://www.linkedin.com/company/rose-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Austin, TX"
"Data Scientist, Product Analytics - Monetization",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-monetization-at-meta-3974165089?position=10&pageNum=17&refId=mSNcfo36qH8%2FnnKUO%2FPPdQ%3D%3D&trackingId=n4yA0RCehFebMxox4BoeKA%3D%3D&trk=public_jobs_jserp-result_search-card,7 hours ago,Meta,https://www.linkedin.com/company/meta?trk=public_jobs_jserp-result_job-search-card-subtitle,"Seattle, WA"
Data Analyst I - Remote/Hybrid Opportunity,https://www.linkedin.com/jobs/view/data-analyst-i-remote-hybrid-opportunity-at-university-of-rochester-3973751659?position=1&pageNum=20&refId=GqJJYCZmg0heVUfY3YOOYw%3D%3D&trackingId=B%2BO1avMVX5mN2T50Y%2BY7eg%3D%3D&trk=public_jobs_jserp-result_search-card,19 hours ago,University of Rochester,https://www.linkedin.com/school/university-of-rochester/?trk=public_jobs_jserp-result_job-search-card-subtitle,"Strong, ME"
"Data Entry Operator (Work from Home, Fulltime)",https://www.linkedin.com/jobs/view/data-entry-operator-work-from-home-fulltime-at-talentify-io-3971789042?position=2&pageNum=20&refId=GqJJYCZmg0heVUfY3YOOYw%3D%3D&trackingId=nwCHr8%2F3g0tPswVnB3ZKjA%3D%3D&trk=public_jobs_jserp-result_search-card,8 hours ago,Talentify.io,https://www.linkedin.com/company/talentify-io?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Satistician (Data Scientist),https://www.linkedin.com/jobs/view/satistician-data-scientist-at-u-s-department-of-the-treasury-3975523633?position=3&pageNum=20&refId=GqJJYCZmg0heVUfY3YOOYw%3D%3D&trackingId=tOVqyW4r364pAN1%2FG4AIcQ%3D%3D&trk=public_jobs_jserp-result_search-card,11 hours ago,U.S. Department of the Treasury,https://www.linkedin.com/company/us-treasury?trk=public_jobs_jserp-result_job-search-card-subtitle,"Orlando, FL"
"Associate, Compliance (Program Governance)",https://www.linkedin.com/jobs/view/associate-compliance-program-governance-at-gemini-3975412982?position=4&pageNum=20&refId=GqJJYCZmg0heVUfY3YOOYw%3D%3D&trackingId=yOu8SEDKqP75Pmy9J27gbA%3D%3D&trk=public_jobs_jserp-result_search-card,19 hours ago,Gemini,https://www.linkedin.com/company/geminitrust?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Junior Data Scientist Engineer,https://www.linkedin.com/jobs/view/junior-data-scientist-engineer-at-patterned-learning-career-3975574130?position=5&pageNum=20&refId=GqJJYCZmg0heVUfY3YOOYw%3D%3D&trackingId=GQDIQOtoCQt5tyr0p7qfIw%3D%3D&trk=public_jobs_jserp-result_search-card,4 hours ago,Patterned Learning Career,https://www.linkedin.com/company/patterned-learning-career?trk=public_jobs_jserp-result_job-search-card-subtitle,"Houston, TX"
Junior Assistant Database Administrator,https://www.linkedin.com/jobs/view/junior-assistant-database-administrator-at-patterned-learning-career-3975572448?position=6&pageNum=20&refId=GqJJYCZmg0heVUfY3YOOYw%3D%3D&trackingId=GjwntZ0C9OF8viXFDQq2Sw%3D%3D&trk=public_jobs_jserp-result_search-card,4 hours ago,Patterned Learning Career,https://www.linkedin.com/company/patterned-learning-career?trk=public_jobs_jserp-result_job-search-card-subtitle,"Charleston, WV"
Satistician (Data Scientist),https://www.linkedin.com/jobs/view/satistician-data-scientist-at-u-s-department-of-the-treasury-3975528014?position=7&pageNum=20&refId=GqJJYCZmg0heVUfY3YOOYw%3D%3D&trackingId=kY5cLb3gtOGJcJnNKfRptQ%3D%3D&trk=public_jobs_jserp-result_search-card,11 hours ago,U.S. Department of the Treasury,https://www.linkedin.com/company/us-treasury?trk=public_jobs_jserp-result_job-search-card-subtitle,"Clearwater, FL"
Satistician (Data Scientist),https://www.linkedin.com/jobs/view/satistician-data-scientist-at-u-s-department-of-the-treasury-3975527021?position=8&pageNum=20&refId=GqJJYCZmg0heVUfY3YOOYw%3D%3D&trackingId=lcgBJqhuMTLNFWXZYLbQtA%3D%3D&trk=public_jobs_jserp-result_search-card,11 hours ago,U.S. Department of the Treasury,https://www.linkedin.com/company/us-treasury?trk=public_jobs_jserp-result_job-search-card-subtitle,"St Petersburg, FL"
Satistician (Data Scientist),https://www.linkedin.com/jobs/view/satistician-data-scientist-at-u-s-department-of-the-treasury-3975521708?position=9&pageNum=20&refId=GqJJYCZmg0heVUfY3YOOYw%3D%3D&trackingId=s8bZBFQ8Y8z2csuWc2SNVA%3D%3D&trk=public_jobs_jserp-result_search-card,11 hours ago,U.S. Department of the Treasury,https://www.linkedin.com/company/us-treasury?trk=public_jobs_jserp-result_job-search-card-subtitle,"Tampa, FL"
